unit;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
%;0.0045;0.0074;0.0121;0.0198;0.0323;0.0522;0.0832;0.1301;0.1978;0.2891;0.4013;0.5250;0.6457;0.7503;0.8320;0.8909;0.9309;0.9569;0.9734;0.9837;0.9900;0.9939;0.9963;0.9978;0.9986;0.9992;0.9995;0.9997;0.9998;0.9999;0.9999

