"country";"truckClass";"truckTechnology";"vehicleParameterScenario";"period";"paperScen";"parameter";"unit";"value"
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current Policies | Vehicle insurance";"Glider/Vehicle body invest without drivetrain";"EUR/veh";96000
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current Policies | Vehicle insurance";"Electric motor costs";"EUR/veh";8736
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current Policies | Vehicle insurance";"Power electronics costs";"EUR/veh";9464
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current Policies | Vehicle insurance";"Battery";"EUR/veh";19474
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current Policies | Vehicle insurance";"Fuel cell system";"EUR/veh";37960
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current Policies | Vehicle insurance";"H2 tank";"EUR/veh";29874
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current policies | Removed diesel efficiency gains";"Glider/Vehicle body invest without drivetrain";"EUR/veh";96000
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current policies | Removed diesel efficiency gains";"Electric motor costs";"EUR/veh";8736
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current policies | Removed diesel efficiency gains";"Power electronics costs";"EUR/veh";9464
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current policies | Removed diesel efficiency gains";"Battery";"EUR/veh";19474
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current policies | Removed diesel efficiency gains";"Fuel cell system";"EUR/veh";37960
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Current policies | Removed diesel efficiency gains";"H2 tank";"EUR/veh";29874
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for H2 tax reduction";"Glider/Vehicle body invest without drivetrain";"EUR/veh";96000
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for H2 tax reduction";"Electric motor costs";"EUR/veh";8736
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for H2 tax reduction";"Power electronics costs";"EUR/veh";9464
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for H2 tax reduction";"Battery";"EUR/veh";19474
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for H2 tax reduction";"Fuel cell system";"EUR/veh";37960
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for H2 tax reduction";"H2 tank";"EUR/veh";29874
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Glider/Vehicle body invest without drivetrain";"EUR/veh";96000
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Electric motor costs";"EUR/veh";8736
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Power electronics costs";"EUR/veh";9464
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Battery";"EUR/veh";19474
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Fuel cell system";"EUR/veh";37960
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies except for bio/syn fuel mandates";"H2 tank";"EUR/veh";29874
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Glider/Vehicle body invest without drivetrain";"EUR/veh";96000
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electric motor costs";"EUR/veh";8736
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Power electronics costs";"EUR/veh";9464
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Battery";"EUR/veh";19474
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Fuel cell system";"EUR/veh";37960
"DE";"Rigid";"FCET";"MC_MTM";2030;"Sensitivity | Removed policies | Removed diesel efficiency gains";"H2 tank";"EUR/veh";29874
"DE";"Rigid";"FCET";"MC_MTM";2035;"Current policies";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Current policies";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Current policies";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Current policies";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Current policies";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Current policies";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Removed policies";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Removed policies";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Removed policies";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Removed policies";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Removed policies";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Removed policies";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Interest rate";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Interest rate";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Interest rate";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Interest rate";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Interest rate";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Interest rate";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Removed CO2 price";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Removed CO2 price";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Removed CO2 price";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Removed CO2 price";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Removed CO2 price";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Removed CO2 price";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Resale value";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Resale value";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Resale value";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Resale value";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Resale value";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Resale value";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Urban depot-only charging";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Urban depot-only charging";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Urban depot-only charging";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Urban depot-only charging";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Urban depot-only charging";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Urban depot-only charging";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Vehicle insurance";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Vehicle insurance";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Vehicle insurance";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Vehicle insurance";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Vehicle insurance";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current Policies | Vehicle insurance";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current policies | Removed diesel efficiency gains";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current policies | Removed diesel efficiency gains";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current policies | Removed diesel efficiency gains";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current policies | Removed diesel efficiency gains";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current policies | Removed diesel efficiency gains";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Current policies | Removed diesel efficiency gains";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for H2 tax reduction";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for H2 tax reduction";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for H2 tax reduction";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for H2 tax reduction";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for H2 tax reduction";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for H2 tax reduction";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Glider/Vehicle body invest without drivetrain";"EUR/veh";97750
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electric motor costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Power electronics costs";"EUR/veh";8178,8
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Battery";"EUR/veh";15646,4
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Fuel cell system";"EUR/veh";29718
"DE";"Rigid";"FCET";"MC_MTM";2035;"Sensitivity | Removed policies | Removed diesel efficiency gains";"H2 tank";"EUR/veh";26555,7
"DE";"Rigid";"FCET";"MC_MTM";2040;"Current policies";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Current policies";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Current policies";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Current policies";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Current policies";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Current policies";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Removed policies";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Removed policies";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Removed policies";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Removed policies";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Removed policies";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Removed policies";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Interest rate";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Interest rate";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Interest rate";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Interest rate";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Interest rate";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Interest rate";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Removed CO2 price";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Removed CO2 price";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Removed CO2 price";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Removed CO2 price";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Removed CO2 price";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Removed CO2 price";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Resale value";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Resale value";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Resale value";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Resale value";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Resale value";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Resale value";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Urban depot-only charging";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Urban depot-only charging";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Urban depot-only charging";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Urban depot-only charging";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Urban depot-only charging";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Urban depot-only charging";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Vehicle insurance";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Vehicle insurance";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Vehicle insurance";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Vehicle insurance";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Vehicle insurance";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current Policies | Vehicle insurance";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current policies | Removed diesel efficiency gains";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current policies | Removed diesel efficiency gains";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current policies | Removed diesel efficiency gains";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current policies | Removed diesel efficiency gains";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current policies | Removed diesel efficiency gains";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Current policies | Removed diesel efficiency gains";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for H2 tax reduction";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for H2 tax reduction";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for H2 tax reduction";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for H2 tax reduction";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for H2 tax reduction";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for H2 tax reduction";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies except for bio/syn fuel mandates";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Glider/Vehicle body invest without drivetrain";"EUR/veh";99500
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electric motor costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Power electronics costs";"EUR/veh";7823,2
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Battery";"EUR/veh";10668
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Fuel cell system";"EUR/veh";25908
"DE";"Rigid";"FCET";"MC_MTM";2040;"Sensitivity | Removed policies | Removed diesel efficiency gains";"H2 tank";"EUR/veh";23926,8
"DE";"Rigid";"FCET";"MC_MTM";2045;"Current policies";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Current policies";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Current policies";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Current policies";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Current policies";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Current policies";"H2 tank";"EUR/veh";21297,9
"DE";"Rigid";"FCET";"MC_MTM";2045;"Removed policies";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Removed policies";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Removed policies";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Removed policies";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Removed policies";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Removed policies";"H2 tank";"EUR/veh";21297,9
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Interest rate";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Interest rate";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Interest rate";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Interest rate";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Interest rate";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Interest rate";"H2 tank";"EUR/veh";21297,9
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Removed CO2 price";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Removed CO2 price";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Removed CO2 price";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Removed CO2 price";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Removed CO2 price";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Removed CO2 price";"H2 tank";"EUR/veh";21297,9
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Resale value";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Resale value";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Resale value";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Resale value";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Resale value";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Resale value";"H2 tank";"EUR/veh";21297,9
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Urban depot-only charging";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Urban depot-only charging";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Urban depot-only charging";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Urban depot-only charging";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Urban depot-only charging";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Urban depot-only charging";"H2 tank";"EUR/veh";21297,9
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Vehicle insurance";"Glider/Vehicle body invest without drivetrain";"EUR/veh";101250
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Vehicle insurance";"Electric motor costs";"EUR/veh";6756,4
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Vehicle insurance";"Power electronics costs";"EUR/veh";7112
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Vehicle insurance";"Battery";"EUR/veh";8890
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Vehicle insurance";"Fuel cell system";"EUR/veh";22352
"DE";"Rigid";"FCET";"MC_MTM";2045;"Sensitivity | Current Policies | Vehicle insurance";"H2 tank";"EUR/veh";21297,9
