"country";"energyCarrierParameterScenario";"period";"value";"paperScen";"energyCarrier";"parameter";"unit"
"PL";"BAU";2030;0,063;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"PROG";2030;0,063;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"BAU";2030;0,063;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"PROG";2030;0,063;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"BAU";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"PROG";2035;0,066;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"BAU";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"PROG";2040;0,069;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"BAU";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"PROG";2045;0,073;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"DE";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"ES";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"IT";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"NL";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"PL";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"BAU";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"UK";"PROG";2050;0,079;"Removed policies";"Diesel fossil";"Wholesale";"EUR/kWh"
"FR";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"ES";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"IT";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"NL";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"PL";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"UK";"BAU";2030;0,141;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"ES";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"IT";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"NL";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"PL";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"UK";"BAU";2030;0,26;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"ES";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"IT";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"NL";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"PL";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"UK";"BAU";2035;0,159;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"ES";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"IT";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"NL";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"PL";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"UK";"BAU";2035;0,239;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"ES";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"IT";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"NL";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"PL";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"UK";"BAU";2040;0,172;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"ES";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"IT";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"NL";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"PL";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"UK";"BAU";2040;0,218;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"ES";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"IT";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"NL";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"PL";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"UK";"BAU";2045;0,17;"Removed policies";"Diesel bio";"Wholesale";"EUR/kWh"
"DE";"BAU";2045;0,196;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"ES";"BAU";2045;0,196;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"FR";"BAU";2045;0,196;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
"IT";"BAU";2045;0,196;"Removed policies";"Diesel syn";"Wholesale";"EUR/kWh"
