;type;tfl_av;tfl_max;wfl;jfl;bet_sr_feas_pess;bet_lr_feas_pess;bet_sr_share_pess;bet_lr_share_pess;bet_sr_feas_med;bet_lr_feas_med;bet_sr_share_med;bet_lr_share_med;bet_sr_feas_opt;bet_lr_feas_opt;bet_sr_share_opt;bet_lr_share_opt;bet_sr_feas_med5YDelayMCS;bet_lr_feas_med5YDelayMCS;bet_sr_share_med5YDelayMCS;bet_lr_share_med5YDelayMCS
3940;rig;343;413;1719;80194.107;1.0;1.0;0.0028568621940376;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3941;rig;1132;1583;6798;317137.602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9986968564170012;0.0;0.0;0.0;0.0
3942;rig;212;285;1062;49544.003;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3943;rig;349;506;1750;81640.306;1.0;1.0;0.0028568621940376;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3944;rig;509;711;3062;142847.211;1.0;1.0;0.0028568621940376;3.7229016356718776e-06;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3945;rig;374;455;2250;104966.108;1.0;1.0;0.0028568621940376;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3946;rig;275;287;1379;64332.562;1.0;1.0;0.0024999448449929;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3947;rig;695;884;3481;162394.232;0.0;1.0;0.0;0.0028568621940376;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3948;rig;887;1167;4442;207226.424;0.0;1.0;0.0;0.0028568621940376;0.0;1.0;0.0;0.9986968564170012;0.0;1.0;0.0;0.9986968564170012;0.0;1.0;0.0;0.98688369345071
3949;rig;1158;1658;6955;324461.904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9986968564170012;0.0;0.0;0.0;0.0
3950;rig;149;192;748;34895.4;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0011388514731519;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.0113270982253788
3951;rig;140;171;703;32796.077;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0011388514731519;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.0113270982253788
3952;rig;52;62;266;12409.327;1.0;1.0;0.0;0.0;1.0;1.0;0.873926317874528;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.863589012868261;0.0
3953;rig;708;726;3544;165333.284;1.0;1.0;0.9986968564170012;3.7229016356720953e-06;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3954;rig;275;313;1381;64425.865;1.0;1.0;0.0024999448449929;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3955;rig;148;155;744;34708.793;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0011388514731519;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.0113270982253788
3956;rig;155;230;779;36341.599;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3957;rig;514;593;2572;119987.925;1.0;1.0;0.0028568621940376;3.257787082603252e-06;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3958;rig;147;186;739;34475.535;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0011388514731519;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.0113270982253788
3959;rig;293;365;1471;68624.509;1.0;1.0;0.0024999448449929;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3960;rig;196;236;983;45858.526;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3961;rig;294;475;1473;68717.812;1.0;1.0;0.0024999448449929;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3962;rig;586;601;2936;136969.108;1.0;1.0;0.0028568621940376;3.7229016356718776e-06;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3963;rig;217;332;1089;50803.596;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3964;rig;96;132;486;22672.679;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.0
