;type;tfl_av;tfl_max;wfl;jfl;bet_sr_feas_pess;bet_lr_feas_pess;bet_sr_share_pess;bet_lr_share_pess;bet_sr_feas_med;bet_lr_feas_med;bet_sr_share_med;bet_lr_share_med;bet_sr_feas_opt;bet_lr_feas_opt;bet_sr_share_opt;bet_lr_share_opt;bet_sr_feas_med5YDelayMCS;bet_lr_feas_med5YDelayMCS;bet_sr_share_med5YDelayMCS;bet_lr_share_med5YDelayMCS
0;rig;47;59;239;11149.733;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.3712054044002502;0.0;1.0;1.0;0.0;0.0
1;rig;234;309;1173;54722.331;1.0;1.0;0.0;0.0;1.0;1.0;0.3294415591972767;0.2071510719892026;1.0;1.0;0.3712054044002502;0.2334119521442969;1.0;1.0;0.0682773493166873;0.0630245693300342
2;rig;244;370;1223;57054.911;0.0;1.0;0.0;0.0;1.0;1.0;0.3294415591972767;0.2071510719892026;1.0;1.0;0.3712054044002502;0.2334119521442969;1.0;1.0;0.0682773493166873;0.0630245693300342
3;rig;321;527;1608;75015.779;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3294415591972767;1.0;1.0;0.3712054044002502;0.2334119521442969;0.0;1.0;0.0;0.0682773493166873
4;rig;363;386;1819;84859.267;0.0;1.0;0.0;0.0;1.0;1.0;0.3712054044002502;0.2071510719892026;1.0;1.0;0.3712054044002502;0.2334119521442969;1.0;1.0;0.0769329805451199;0.0630245693300342
5;rig;38;55;196;9143.714;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.3712054044002502;0.0;1.0;1.0;0.0;0.0
6;rig;263;307;1321;61626.768;1.0;1.0;0.0;0.0;1.0;1.0;0.3294415591972767;0.2071510719892026;1.0;1.0;0.3712054044002502;0.2334119521442969;1.0;1.0;0.0682773493166873;0.0630245693300342
7;rig;229;353;1148;53556.041;1.0;1.0;0.0;0.0;1.0;1.0;0.3294415591972767;0.2071510719892026;1.0;1.0;0.3712054044002502;0.2334119521442969;1.0;1.0;0.0682773493166873;0.0630245693300342
8;rig;455;495;2280;106365.656;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.3294415591972767;1.0;1.0;0.3712054044002502;0.2334119521442969;0.0;1.0;0.0;0.0682773493166873
9;rig;82;121;415;19360.416;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.3712054044002502;0.0;1.0;1.0;0.0;0.0
