"category";"subCategory";"country";"parameter";"truckClass";"truckTechnology";"vehicleParameterScenario";"unit";"period";"value";"paperScen"
"CAPEX";"General";"FR";"Mark-Up and Profit";"Rigid";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"FR";"Mark-Up and Profit";"Tractor-trailer";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"IT";"Mark-Up and Profit";"Rigid";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"IT";"Mark-Up and Profit";"Tractor-trailer";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"NL";"Mark-Up and Profit";"Rigid";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"NL";"Mark-Up and Profit";"Tractor-trailer";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"PL";"Mark-Up and Profit";"Rigid";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"PL";"Mark-Up and Profit";"Tractor-trailer";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"UK";"Mark-Up and Profit";"Rigid";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"UK";"Mark-Up and Profit";"Tractor-trailer";"FCET";"MC_MTM";"%";2040;1,27;"Current policies"
"CAPEX";"General";"DE";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"DE";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"ES";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"ES";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"FR";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"FR";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"IT";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"IT";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"NL";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"NL";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"PL";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"PL";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"UK";"Mark-Up and Profit";"Rigid";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"CAPEX";"General";"UK";"Mark-Up and Profit";"Tractor-trailer";"FCET";"HC_LTM";"%";2040;1,35;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"DE";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;929;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"ES";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;850;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"FR";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;950;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"IT";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;1000;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"NL";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;1375;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"PL";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;1300;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"BET large battery";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"BET large battery";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"BET large battery";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"BET large battery";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"BET large battery";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"BET large battery";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"BET small battery";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"BET small battery";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"BET small battery";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"BET small battery";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"BET small battery";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"BET small battery";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"FCET";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"FCET";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"FCET";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"FCET";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"FCET";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"FCET";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"ICET";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"ICET";"LC_HTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"ICET";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"ICET";"MC_MTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Rigid";"ICET";"HC_LTM";"EUR/a";2040;550;"Current policies"
"OPEX";"Taxes";"UK";"Vehicle Tax";"Tractor-trailer";"ICET";"HC_LTM";"EUR/a";2040;550;"Current policies"
"CAPEX";"General";"DE";"Resale Value";"Rigid";"ICET";"LC_HTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"DE";"Resale Value";"Tractor-trailer";"ICET";"LC_HTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"DE";"Resale Value";"Rigid";"ICET";"MC_MTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"DE";"Resale Value";"Tractor-trailer";"ICET";"MC_MTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"DE";"Resale Value";"Rigid";"ICET";"HC_LTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"DE";"Resale Value";"Tractor-trailer";"ICET";"HC_LTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"ES";"Resale Value";"Rigid";"ICET";"LC_HTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"ES";"Resale Value";"Tractor-trailer";"ICET";"LC_HTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"ES";"Resale Value";"Rigid";"ICET";"MC_MTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"ES";"Resale Value";"Tractor-trailer";"ICET";"MC_MTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"ES";"Resale Value";"Rigid";"ICET";"HC_LTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"ES";"Resale Value";"Tractor-trailer";"ICET";"HC_LTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"FR";"Resale Value";"Rigid";"ICET";"LC_HTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"FR";"Resale Value";"Tractor-trailer";"ICET";"LC_HTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"FR";"Resale Value";"Rigid";"ICET";"MC_MTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"FR";"Resale Value";"Tractor-trailer";"ICET";"MC_MTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"FR";"Resale Value";"Rigid";"ICET";"HC_LTM";"%";2040;0,25;"Current policies"
"CAPEX";"General";"FR";"Resale Value";"Tractor-trailer";"ICET";"HC_LTM";"%";2040;0,25;"Current policies"
