"category";"subCategory";"country";"parameter";"truckClass";"truckTechnology";"vehicleParameterScenario";"unit";"period";"value";"paperScen"
"CAPEX";"Component";"IT";"Battery costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Battery costs";"Rigid";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Battery costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Battery costs";"Rigid";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Battery costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Battery costs";"Rigid";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Battery costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kWh";2045;125;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Fuel cell system costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Fuel cell system costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;80;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Fuel cell system costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Fuel cell system costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;88;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Fuel cell system costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Fuel cell system costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;140;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"DE";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"DE";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"ES";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"ES";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"FR";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"FR";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"IT";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"IT";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"NL";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"NL";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"PL";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"PL";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"UK";"Resale Value";"Rigid";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"UK";"Resale Value";"Tractor-trailer";"FCET";"LC_HTM";"%";2045;0,3;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"DE";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"DE";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"ES";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"ES";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"FR";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"FR";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"IT";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"IT";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"NL";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"NL";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"PL";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"PL";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"UK";"Resale Value";"Rigid";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"UK";"Resale Value";"Tractor-trailer";"FCET";"MC_MTM";"%";2045;0,25;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"DE";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"DE";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"ES";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"ES";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"FR";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"FR";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"IT";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"IT";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"NL";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"NL";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"PL";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"PL";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"UK";"Resale Value";"Rigid";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"General";"UK";"Resale Value";"Tractor-trailer";"FCET";"HC_LTM";"%";2045;0,15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Electric motor costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Electric motor costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;16;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Electric motor costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Electric motor costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;19;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Electric motor costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Electric motor costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;23;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Power electronics costs";"Rigid";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Power electronics costs";"Tractor-trailer";"FCET";"LC_HTM";"EUR/kW";2045;15;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"IT";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"NL";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"PL";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Power electronics costs";"Rigid";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"UK";"Power electronics costs";"Tractor-trailer";"FCET";"MC_MTM";"EUR/kW";2045;20;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Power electronics costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;22;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"DE";"Power electronics costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;22;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Power electronics costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;22;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"ES";"Power electronics costs";"Tractor-trailer";"FCET";"HC_LTM";"EUR/kW";2045;22;"Sensitivity | Current policies | Removed diesel efficiency gains"
"CAPEX";"Component";"FR";"Power electronics costs";"Rigid";"FCET";"HC_LTM";"EUR/kW";2045;22;"Sensitivity | Current policies | Removed diesel efficiency gains"
